,Upstream conc. [mg/L],Downstream conc. [mg/L]
2016-08-01 15:16:25,250.60913705583755,
2016-08-01 15:16:26,245.78680203045684,
2016-08-01 15:16:27,245.2284263959391,
2016-08-01 15:16:28,245.53299492385787,
2016-08-01 15:16:29,244.11167512690355,
2016-08-01 15:16:30,247.36040609137058,
2016-08-01 15:16:31,244.11167512690355,
2016-08-01 15:16:32,243.6548223350254,
2016-08-01 15:16:33,244.11167512690355,
2016-08-01 15:16:34,245.78680203045684,
2016-08-01 15:16:35,245.93908629441626,
2016-08-01 15:16:36,244.11167512690355,
2016-08-01 15:16:37,244.92385786802032,
2016-08-01 15:16:38,242.38578680203045,
2016-08-01 15:16:39,241.82741116751268,
2016-08-01 15:16:40,245.63451776649745,
2016-08-01 15:16:41,243.80710659898477,
2016-08-01 15:16:42,246.751269035533,
2016-08-01 15:16:43,244.21319796954316,
2016-08-01 15:16:44,243.4010152284264,
2016-08-01 15:16:45,245.0761421319797,
2016-08-01 15:16:46,244.36548223350258,
2016-08-01 15:16:47,243.6548223350254,
2016-08-01 15:16:48,244.21319796954316,
2016-08-01 15:16:49,242.13197969543143,
2016-08-01 15:16:50,241.5736040609137,
2016-08-01 15:16:51,245.93908629441626,
2016-08-01 15:16:52,242.84263959390861,
2016-08-01 15:16:53,242.69035532994926,
2016-08-01 15:16:54,245.0761421319797,
2016-08-01 15:16:55,245.38071065989843,
2016-08-01 15:16:56,247.20812182741122,
2016-08-01 15:16:57,248.1725888324873,
2016-08-01 15:16:58,246.49746192893403,
2016-08-01 15:16:59,247.76649746192888,
2016-08-01 15:17:00,250.05076142131983,
2016-08-01 15:17:01,248.62944162436543,
2016-08-01 15:17:02,248.0710659898477,
2016-08-01 15:17:03,249.18781725888323,
2016-08-01 15:17:04,251.87817258883243,
2016-08-01 15:17:05,252.58883248730967,
2016-08-01 15:17:06,251.16751269035535,
2016-08-01 15:17:07,251.47208121827407,
2016-08-01 15:17:08,250.05076142131983,
2016-08-01 15:17:09,251.01522842639588,
2016-08-01 15:17:10,250.3045685279188,
2016-08-01 15:17:11,250.45685279187822,
2016-08-01 15:17:12,249.18781725888323,
2016-08-01 15:17:13,250.35532994923858,
2016-08-01 15:17:14,249.59390862944161,
2016-08-01 15:17:15,249.34010152284264,
2016-08-01 15:17:16,248.4771573604061,
2016-08-01 15:17:17,249.03553299492387,
2016-08-01 15:17:18,249.59390862944161,
2016-08-01 15:17:19,249.03553299492387,
2016-08-01 15:17:20,248.3248730964467,
2016-08-01 15:17:21,247.91878172588832,
2016-08-01 15:17:22,248.0710659898477,
2016-08-01 15:17:23,247.6142131979696,
2016-08-01 15:17:24,247.51269035532997,
2016-08-01 15:17:25,248.0710659898477,
2016-08-01 15:17:26,247.91878172588832,
2016-08-01 15:17:27,248.3756345177665,
2016-08-01 15:17:28,247.05583756345177,
2016-08-01 15:17:29,246.49746192893403,
2016-08-01 15:17:30,247.91878172588832,
2016-08-01 15:17:31,246.49746192893403,
2016-08-01 15:17:32,247.20812182741122,
2016-08-01 15:17:33,246.09137055837564,
2016-08-01 15:17:34,246.49746192893403,
2016-08-01 15:17:35,245.78680203045684,
2016-08-01 15:17:36,245.63451776649745,
2016-08-01 15:17:37,245.63451776649745,
2016-08-01 15:17:38,245.38071065989843,
2016-08-01 15:17:39,245.0761421319797,
2016-08-01 15:17:40,245.0761421319797,
2016-08-01 15:17:41,245.53299492385787,
2016-08-01 15:17:42,245.63451776649745,
2016-08-01 15:17:43,245.93908629441626,
2016-08-01 15:17:44,245.38071065989843,
2016-08-01 15:17:45,246.09137055837564,
2016-08-01 15:17:46,245.83756345177665,
2016-08-01 15:17:47,245.78680203045684,
2016-08-01 15:17:48,246.09137055837564,
2016-08-01 15:17:49,246.49746192893403,
2016-08-01 15:17:50,245.63451776649745,
2016-08-01 15:17:51,245.93908629441626,
2016-08-01 15:17:52,245.93908629441626,
2016-08-01 15:17:53,245.63451776649745,
2016-08-01 15:17:54,245.63451776649745,
2016-08-01 15:17:55,245.0761421319797,
2016-08-01 15:17:56,245.0761421319797,
2016-08-01 15:17:57,244.8223350253807,
2016-08-01 15:17:58,245.0761421319797,
2016-08-01 15:17:59,245.2284263959391,
2016-08-01 15:18:00,245.2284263959391,
2016-08-01 15:18:01,245.2284263959391,
2016-08-01 15:18:02,245.38071065989843,
2016-08-01 15:18:03,245.0761421319797,
2016-08-01 15:18:04,245.63451776649745,
2016-08-01 15:18:05,245.78680203045684,
2016-08-01 15:18:06,245.63451776649745,
2016-08-01 15:18:07,245.78680203045684,
2016-08-01 15:18:08,245.78680203045684,
2016-08-01 15:18:09,245.78680203045684,
2016-08-01 15:18:10,245.78680203045684,
2016-08-01 15:18:11,245.78680203045684,
2016-08-01 15:18:12,245.63451776649745,
2016-08-01 15:18:13,245.63451776649745,
2016-08-01 15:18:14,245.93908629441626,
2016-08-01 15:18:15,245.78680203045684,
2016-08-01 15:18:16,245.63451776649745,
2016-08-01 15:18:17,245.93908629441626,
2016-08-01 15:18:18,245.93908629441626,
2016-08-01 15:18:19,246.49746192893403,
2016-08-01 15:18:20,246.6497461928934,
2016-08-01 15:18:21,246.6497461928934,
2016-08-01 15:18:22,247.36040609137058,
2016-08-01 15:18:23,247.51269035532997,
2016-08-01 15:18:24,248.0710659898477,
2016-08-01 15:18:25,248.4771573604061,
2016-08-01 15:18:26,248.4771573604061,
2016-08-01 15:18:27,249.03553299492387,
2016-08-01 15:18:28,249.03553299492387,
2016-08-01 15:18:29,249.59390862944161,
2016-08-01 15:18:30,249.74619289340103,
2016-08-01 15:18:31,249.34010152284264,
2016-08-01 15:18:32,249.49238578680203,
2016-08-01 15:18:33,249.74619289340103,
2016-08-01 15:18:34,249.18781725888323,
2016-08-01 15:18:35,249.18781725888323,
2016-08-01 15:18:36,249.18781725888323,
2016-08-01 15:18:37,248.0710659898477,
2016-08-01 15:18:38,248.88324873096448,
2016-08-01 15:18:39,247.51269035532997,
2016-08-01 15:18:40,246.49746192893403,
2016-08-01 15:18:41,247.20812182741122,
2016-08-01 15:18:42,246.6497461928934,
2016-08-01 15:18:43,245.78680203045684,
2016-08-01 15:18:44,244.67005076142132,
2016-08-01 15:18:45,242.94416243654817,
2016-08-01 15:18:46,244.11167512690355,
2016-08-01 15:18:47,243.80710659898477,
2016-08-01 15:18:48,242.94416243654817,
2016-08-01 15:18:49,242.1827411167513,
2016-08-01 15:18:50,242.69035532994926,
2016-08-01 15:18:51,238.57868020304568,
2016-08-01 15:18:52,240.40609137055839,
2016-08-01 15:18:53,240.76142131979697,
2016-08-01 15:18:54,238.7309644670051,
2016-08-01 15:18:55,236.243654822335,
2016-08-01 15:18:56,236.44670050761422,
2016-08-01 15:18:57,236.44670050761422,
2016-08-01 15:18:58,236.19289340101523,
2016-08-01 15:18:59,235.63451776649745,
2016-08-01 15:19:00,235.3299492385787,
2016-08-01 15:19:01,235.63451776649745,
2016-08-01 15:19:02,236.44670050761422,
2016-08-01 15:19:03,232.48730964467006,
2016-08-01 15:19:04,235.68527918781726,
2016-08-01 15:19:05,232.48730964467006,
2016-08-01 15:19:06,234.21319796954313,
2016-08-01 15:19:07,234.46700507614213,
2016-08-01 15:19:08,232.79187817258884,
2016-08-01 15:19:09,232.23350253807106,
2016-08-01 15:19:10,230.86294416243655,
2016-08-01 15:19:11,228.27411167512687,
2016-08-01 15:19:12,227.51269035532997,
2016-08-01 15:19:13,226.95431472081222,
2016-08-01 15:19:14,226.04060913705584,
2016-08-01 15:19:15,226.29441624365484,
2016-08-01 15:19:16,225.53299492385787,
2016-08-01 15:19:17,226.04060913705584,
2016-08-01 15:19:18,223.75634517766503,
2016-08-01 15:19:19,224.11167512690355,
2016-08-01 15:19:20,223.55329949238578,
2016-08-01 15:19:21,221.57360406091368,
2016-08-01 15:19:22,221.57360406091368,
2016-08-01 15:19:23,221.5228426395939,
2016-08-01 15:19:24,222.0812182741117,
2016-08-01 15:19:25,219.23857868020303,
2016-08-01 15:19:26,219.8984771573604,
2016-08-01 15:19:27,218.4771573604061,
2016-08-01 15:19:28,216.44670050761417,
2016-08-01 15:19:29,216.14213197969548,
2016-08-01 15:19:30,217.258883248731,
2016-08-01 15:19:31,213.65482233502533,
2016-08-01 15:19:32,213.0456852791878,
2016-08-01 15:19:33,211.9796954314721,
2016-08-01 15:19:34,210.55837563451777,
2016-08-01 15:19:35,212.53807106598984,
2016-08-01 15:19:36,209.44162436548223,
2016-08-01 15:19:37,209.64467005076145,
2016-08-01 15:19:38,209.08629441624367,
2016-08-01 15:19:39,205.4314720812183,
2016-08-01 15:19:40,204.87309644670052,
2016-08-01 15:19:41,204.3147208121827,
2016-08-01 15:19:42,205.1776649746193,
2016-08-01 15:19:43,200.91370558375635,
2016-08-01 15:19:44,202.994923857868,
2016-08-01 15:19:45,202.38578680203048,
2016-08-01 15:19:46,202.8934010152284,
2016-08-01 15:19:47,198.68020304568526,
2016-08-01 15:19:48,198.98477157360406,
2016-08-01 15:19:49,197.00507614213197,
2016-08-01 15:19:50,198.4771573604061,
2016-08-01 15:19:51,195.93908629441626,
2016-08-01 15:19:52,197.00507614213197,
2016-08-01 15:19:53,193.60406091370558,
2016-08-01 15:19:54,191.37055837563452,
2016-08-01 15:19:55,194.26395939086296,
2016-08-01 15:19:56,193.90862944162436,
2016-08-01 15:19:57,188.62944162436548,
2016-08-01 15:19:58,189.6954314720812,
2016-08-01 15:19:59,191.42131979695432,
2016-08-01 15:20:00,191.97969543147207,
2016-08-01 15:20:01,188.93401015228426,
2016-08-01 15:20:02,189.74619289340103,
2016-08-01 15:20:03,188.93401015228426,
2016-08-01 15:20:04,183.50253807106603,
2016-08-01 15:20:05,185.83756345177665,
2016-08-01 15:20:06,186.09137055837564,
2016-08-01 15:20:07,183.85786802030458,
2016-08-01 15:20:08,183.5532994923858,
2016-08-01 15:20:09,185.32994923857873,
2016-08-01 15:20:10,184.11167512690355,
2016-08-01 15:20:11,184.9746192893401,
2016-08-01 15:20:12,183.5532994923858,
2016-08-01 15:20:13,181.06598984771577,
2016-08-01 15:20:14,179.64467005076145,
2016-08-01 15:20:15,172.63959390862942,
2016-08-01 15:20:16,173.75634517766503,
2016-08-01 15:20:17,175.4314720812183,
2016-08-01 15:20:18,174.51776649746193,
2016-08-01 15:20:19,175.93908629441626,
2016-08-01 15:20:20,173.75634517766503,
2016-08-01 15:20:21,172.63959390862942,
2016-08-01 15:20:22,175.1776649746193,
2016-08-01 15:20:23,171.77664974619287,
2016-08-01 15:20:24,171.52284263959393,
2016-08-01 15:20:25,172.08121827411168,
2016-08-01 15:20:26,169.49238578680203,
2016-08-01 15:20:27,169.54314720812184,
2016-08-01 15:20:28,168.6802030456853,
2016-08-01 15:20:29,169.8477157360406,
2016-08-01 15:20:30,168.98477157360404,
2016-08-01 15:20:31,166.44670050761422,
2016-08-01 15:20:32,168.98477157360404,
2016-08-01 15:20:33,163.3502538071066,
2016-08-01 15:20:34,163.4517766497462,
2016-08-01 15:20:35,166.44670050761422,
2016-08-01 15:20:36,164.77157360406093,
2016-08-01 15:20:37,161.97969543147212,
2016-08-01 15:20:38,162.84263959390864,
2016-08-01 15:20:39,156.3959390862944,
2016-08-01 15:20:40,162.84263959390864,
2016-08-01 15:20:41,159.39086294416245,
2016-08-01 15:20:42,159.7969543147208,
2016-08-01 15:20:43,157.76649746192894,
2016-08-01 15:20:44,158.88324873096448,
2016-08-01 15:20:45,154.97461928934007,
2016-08-01 15:20:46,151.92893401015226,
2016-08-01 15:20:47,157.20812182741113,
2016-08-01 15:20:48,155.58375634517765,
2016-08-01 15:20:49,155.0253807106599,
2016-08-01 15:20:50,151.37055837563452,
2016-08-01 15:20:51,151.1167512690355,
2016-08-01 15:20:52,150.81218274111677,
2016-08-01 15:20:53,150.50761421319797,
2016-08-01 15:20:54,146.85279187817258,
2016-08-01 15:20:55,147.15736040609139,
2016-08-01 15:20:56,146.64974619289336,
2016-08-01 15:20:57,145.78680203045684,
2016-08-01 15:20:58,143.5532994923858,
2016-08-01 15:20:59,142.94416243654823,
2016-08-01 15:21:00,143.502538071066,
2016-08-01 15:21:01,142.13197969543148,
2016-08-01 15:21:02,141.26903553299496,
2016-08-01 15:21:03,141.26903553299496,
2016-08-01 15:21:04,142.13197969543148,
2016-08-01 15:21:05,138.52791878172584,
2016-08-01 15:21:06,137.9187817258883,
2016-08-01 15:21:07,139.08629441624365,
2016-08-01 15:21:08,135.68527918781723,
2016-08-01 15:21:09,135.68527918781723,
2016-08-01 15:21:10,136.243654822335,
2016-08-01 15:21:11,132.89340101522842,
2016-08-01 15:21:12,128.12182741116752,
2016-08-01 15:21:13,132.63959390862945,
2016-08-01 15:21:14,129.59390862944161,
2016-08-01 15:21:15,127.91878172588832,
2016-08-01 15:21:16,129.03553299492384,
2016-08-01 15:21:17,125.98984771573603,
2016-08-01 15:21:18,127.36040609137054,
2016-08-01 15:21:19,129.03553299492384,
2016-08-01 15:21:20,128.1725888324873,
2016-08-01 15:21:21,126.24365482233505,
2016-08-01 15:21:22,128.1725888324873,
2016-08-01 15:21:23,124.87309644670052,
2016-08-01 15:21:24,125.38071065989848,
2016-08-01 15:21:25,125.12690355329947,
2016-08-01 15:21:26,123.4517766497462,
2016-08-01 15:21:27,123.70558375634518,
2016-08-01 15:21:28,121.77664974619293,
2016-08-01 15:21:29,122.33502538071066,
2016-08-01 15:21:30,120.91370558375634,
2016-08-01 15:21:31,122.03045685279189,
2016-08-01 15:21:32,118.1218274111675,
2016-08-01 15:21:33,117.86802030456852,
2016-08-01 15:21:34,119.54314720812182,
2016-08-01 15:21:35,118.68020304568529,
2016-08-01 15:21:36,118.68020304568529,
2016-08-01 15:21:37,117.86802030456852,
2016-08-01 15:21:38,114.56852791878174,
2016-08-01 15:21:39,115.3807106598985,
2016-08-01 15:21:40,112.58883248730965,
2016-08-01 15:21:41,113.70558375634518,
2016-08-01 15:21:42,113.4517766497462,
2016-08-01 15:21:43,113.14720812182742,
2016-08-01 15:21:44,112.03045685279186,
2016-08-01 15:21:45,111.16751269035534,
2016-08-01 15:21:46,112.03045685279186,
2016-08-01 15:21:47,109.79695431472082,
2016-08-01 15:21:48,109.8477157360406,
2016-08-01 15:21:49,110.60913705583756,
2016-08-01 15:21:50,108.98477157360405,
2016-08-01 15:21:51,110.65989847715734,
2016-08-01 15:21:52,108.68020304568527,
2016-08-01 15:21:53,106.44670050761422,
2016-08-01 15:21:54,105.63451776649748,
2016-08-01 15:21:55,108.12182741116752,
2016-08-01 15:21:56,104.26395939086295,
2016-08-01 15:21:57,106.44670050761422,
2016-08-01 15:21:58,104.56852791878174,
2016-08-01 15:21:59,105.88832487309645,
2016-08-01 15:22:00,103.1472081218274,
2016-08-01 15:22:01,105.32994923857868,
2016-08-01 15:22:02,102.28426395939086,
2016-08-01 15:22:03,102.84263959390863,
2016-08-01 15:22:04,102.03045685279189,
2016-08-01 15:22:05,102.03045685279189,
2016-08-01 15:22:06,101.21827411167513,
2016-08-01 15:22:07,100.3553299492386,
2016-08-01 15:22:08,99.79695431472081,
2016-08-01 15:22:09,100.60913705583756,
2016-08-01 15:22:10,98.62944162436547,
2016-08-01 15:22:11,99.54314720812184,
2016-08-01 15:22:12,98.4263959390863,
2016-08-01 15:22:13,98.98477157360406,
2016-08-01 15:22:14,98.7309644670051,
2016-08-01 15:22:15,95.63451776649747,
2016-08-01 15:22:16,95.58375634517768,
2016-08-01 15:22:17,95.88832487309647,
2016-08-01 15:22:18,95.07614213197971,
2016-08-01 15:22:19,95.63451776649747,
2016-08-01 15:22:20,95.07614213197971,
2016-08-01 15:22:21,92.84263959390863,
2016-08-01 15:22:22,94.26395939086294,
2016-08-01 15:22:23,92.89340101522843,
2016-08-01 15:22:24,92.84263959390863,
2016-08-01 15:22:25,93.14720812182742,
2016-08-01 15:22:26,92.03045685279189,
2016-08-01 15:22:27,90.91370558375634,
2016-08-01 15:22:28,90.35532994923858,
2016-08-01 15:22:29,88.68020304568526,
2016-08-01 15:22:30,88.42639593908628,
2016-08-01 15:22:31,89.54314720812184,
2016-08-01 15:22:32,87.05583756345177,
2016-08-01 15:22:33,89.23857868020305,
2016-08-01 15:22:34,90.35532994923858,
2016-08-01 15:22:35,87.30964467005076,
2016-08-01 15:22:36,87.86802030456853,
2016-08-01 15:22:37,84.56852791878173,
2016-08-01 15:22:38,85.0761421319797,
2016-08-01 15:22:39,84.51776649746193,
2016-08-01 15:22:40,82.03045685279187,
2016-08-01 15:22:41,81.47208121827411,
2016-08-01 15:22:42,81.77664974619289,
2016-08-01 15:22:43,82.58883248730963,
2016-08-01 15:22:44,80.40609137055839,
2016-08-01 15:22:45,79.23857868020305,
2016-08-01 15:22:46,81.47208121827411,
2016-08-01 15:22:47,80.91370558375635,
2016-08-01 15:22:48,77.86802030456853,
2016-08-01 15:22:49,79.28934010152282,
2016-08-01 15:22:50,79.54314720812181,
2016-08-01 15:22:51,78.42639593908629,
2016-08-01 15:22:52,77.86802030456853,
2016-08-01 15:22:53,78.98477157360406,
2016-08-01 15:22:54,78.1725888324873,
2016-08-01 15:22:55,77.05583756345179,
2016-08-01 15:22:56,76.49746192893399,
2016-08-01 15:22:57,77.05583756345179,
2016-08-01 15:22:58,76.75126903553297,
2016-08-01 15:22:59,76.49746192893399,
2016-08-01 15:23:00,76.8020304568528,
2016-08-01 15:23:01,76.8020304568528,
2016-08-01 15:23:02,76.49746192893399,
2016-08-01 15:23:03,75.1269035532995,
2016-08-01 15:23:04,74.87309644670052,
2016-08-01 15:23:05,74.31472081218274,
2016-08-01 15:23:06,73.70558375634516,
2016-08-01 15:23:07,72.58883248730965,
2016-08-01 15:23:08,72.33502538071066,
2016-08-01 15:23:09,74.31472081218274,
2016-08-01 15:23:10,72.63959390862944,
2016-08-01 15:23:11,73.75634517766498,
2016-08-01 15:23:12,72.89340101522842,
2016-08-01 15:23:13,73.75634517766498,
2016-08-01 15:23:14,72.08121827411168,
2016-08-01 15:23:15,72.33502538071066,
2016-08-01 15:23:16,71.8274111675127,
2016-08-01 15:23:17,71.8274111675127,
2016-08-01 15:23:18,70.40609137055837,
2016-08-01 15:23:19,70.96446700507614,
2016-08-01 15:23:20,71.21827411167513,
2016-08-01 15:23:21,68.73096446700508,
2016-08-01 15:23:22,70.15228426395939,
2016-08-01 15:23:23,68.78172588832487,
2016-08-01 15:23:24,69.03553299492386,
2016-08-01 15:23:25,69.34010152284264,
2016-08-01 15:23:26,69.34010152284264,
2016-08-01 15:23:27,69.03553299492386,
2016-08-01 15:23:28,68.22335025380711,
2016-08-01 15:23:29,67.91878172588834,
2016-08-01 15:23:30,68.17258883248732,
2016-08-01 15:23:31,67.36040609137055,
2016-08-01 15:23:32,68.22335025380711,
2016-08-01 15:23:33,67.10659898477157,
2016-08-01 15:23:34,66.5482233502538,
2016-08-01 15:23:35,65.43147208121827,
2016-08-01 15:23:36,66.5482233502538,
2016-08-01 15:23:37,65.43147208121827,
2016-08-01 15:23:38,65.73604060913706,
2016-08-01 15:23:39,64.8730964467005,
2016-08-01 15:23:40,65.43147208121827,
2016-08-01 15:23:41,64.06091370558376,
2016-08-01 15:23:42,64.36548223350253,
2016-08-01 15:23:43,63.807106598984774,
2016-08-01 15:23:44,62.69035532994924,
2016-08-01 15:23:45,62.944162436548226,
2016-08-01 15:23:46,61.5736040609137,
2016-08-01 15:23:47,61.87817258883249,
2016-08-01 15:23:48,62.69035532994924,
2016-08-01 15:23:49,61.31979695431472,
2016-08-01 15:23:50,60.45685279187817,
2016-08-01 15:23:51,60.76142131979696,
2016-08-01 15:23:52,61.87817258883249,
2016-08-01 15:23:53,59.64467005076142,
2016-08-01 15:23:54,60.45685279187817,
2016-08-01 15:23:55,59.390862944162436,
2016-08-01 15:23:56,57.96954314720813,
2016-08-01 15:23:57,58.83248730964468,
2016-08-01 15:23:58,59.08629441624366,
2016-08-01 15:23:59,57.71573604060914,
2016-08-01 15:24:00,57.411167512690355,
2016-08-01 15:24:01,57.96954314720813,
2016-08-01 15:24:02,57.71573604060914,
2016-08-01 15:24:03,57.46192893401015,
2016-08-01 15:24:04,57.15736040609138,
2016-08-01 15:24:05,57.15736040609138,
2016-08-01 15:24:06,57.15736040609138,
2016-08-01 15:24:07,57.46192893401015,
