Date	Precipitation total [mm]	Tritium [pCi/L]	Tritium +-	Sodium-22 [mBq/m3]	Sodium-22 +-	Sulfur-35 [mBq/L]	Sulfur-35 +-
4/18/2016	77.0	17.3	0.8	153.2	28.8		
4/19/2016	77.0	17.3	0.8	153.2	28.8		
4/20/2016	77.0	17.3	0.8	153.2	28.8		
4/21/2016	77.0	17.3	0.8	153.2	28.8		
4/22/2016	77.0	17.3	0.8	153.2	28.8		
4/23/2016	77.0	17.3	0.8	153.2	28.8		
4/24/2016	77.0	17.3	0.8	153.2	28.8		
4/25/2016	77.0	17.3	0.8	153.2	28.8		
4/26/2016	77.0	17.3	0.8	153.2	28.8		
4/27/2016	77.0	17.3	0.8	153.2	28.8		
4/28/2016	77.0	17.3	0.8	153.2	28.8		
4/29/2016	77.0	17.3	0.8	153.2	28.8		
4/30/2016	77.0	17.3	0.8	153.2	28.8		
5/1/2016	77.0	17.3	0.8	153.2	28.8		
5/2/2016	77.0	17.3	0.8	153.2	28.8		
5/3/2016	77.0	17.3	0.8	153.2	28.8		
5/4/2016	77.0	17.3	0.8	153.2	28.8		
5/5/2016	77.0	17.3	0.8	153.2	28.8		
5/6/2016	77.0	17.3	0.8	153.2	28.8		
5/7/2016	77.0	17.3	0.8	153.2	28.8		
5/8/2016	77.0	17.3	0.8	153.2	28.8		
5/9/2016	77.0	17.3	0.8	153.2	28.8		
5/10/2016	77.0	17.3	0.8	153.2	28.8		
5/11/2016	77.0	17.3	0.8	153.2	28.8		
5/12/2016	77.0	17.3	0.8	153.2	28.8		
5/13/2016	77.0	17.3	0.8	153.2	28.8		
5/14/2016	77.0	17.3	0.8	153.2	28.8		
5/15/2016	77.0	17.3	0.8	153.2	28.8		
5/16/2016	77.0	17.3	0.8	153.2	28.8		
5/17/2016	77.0	17.3	0.8	153.2	28.8		
5/18/2016	77.0	17.3	0.8	153.2	28.8		
5/19/2016	77.0	17.3	0.8	153.2	28.8		
5/20/2016	77.0	17.3	0.8	153.2	28.8		
5/21/2016	77.0	17.3	0.8	153.2	28.8		
5/22/2016	77.0	17.3	0.8	153.2	28.8		
5/23/2016							
5/24/2016							
5/25/2016							
5/26/2016							
5/27/2016							
5/28/2016							
5/29/2016							
5/30/2016							
5/31/2016							
6/1/2016							
6/2/2016							
6/3/2016							
6/4/2016							
6/5/2016							
6/6/2016							
6/7/2016							
6/8/2016							
6/9/2016							
6/10/2016							
6/11/2016							
6/12/2016							
6/13/2016							
6/14/2016							
6/15/2016							
6/16/2016							
6/17/2016							
6/18/2016							
6/19/2016							
6/20/2016							
6/21/2016							
6/22/2016							
6/23/2016							
6/24/2016							
6/25/2016							
6/26/2016							
6/27/2016							
6/28/2016							
6/29/2016							
6/30/2016							
7/1/2016							
7/2/2016							
7/3/2016							
7/4/2016							
7/5/2016							
7/6/2016							
7/7/2016							
7/8/2016							
7/9/2016							
7/10/2016							
7/11/2016							
7/12/2016							
7/13/2016							
7/14/2016							
7/15/2016							
7/16/2016							
7/17/2016							
7/18/2016							
7/19/2016							
7/20/2016							
7/21/2016							
7/22/2016							
7/23/2016							
7/24/2016							
7/25/2016							
7/26/2016							
7/27/2016							
7/28/2016							
7/29/2016							
7/30/2016							
7/31/2016							
8/1/2016							
8/2/2016							
8/3/2016							
8/4/2016							
8/5/2016							
8/6/2016							
8/7/2016							
8/8/2016							
8/9/2016							
8/10/2016							
8/11/2016							
8/12/2016							
8/13/2016							
8/14/2016							
8/15/2016							
8/16/2016							
8/17/2016							
8/18/2016							
8/19/2016							
8/20/2016							
8/21/2016							
8/22/2016							
8/23/2016							
8/24/2016							
8/25/2016							
8/26/2016							
8/27/2016							
8/28/2016							
8/29/2016							
8/30/2016							
8/31/2016							
9/1/2016							
9/2/2016							
9/3/2016							
9/4/2016							
9/5/2016							
9/6/2016							
9/7/2016							
9/8/2016							
9/9/2016							
9/10/2016							
9/11/2016							
9/12/2016							
9/13/2016							
9/14/2016							
9/15/2016							
9/16/2016							
9/17/2016							
9/18/2016							
9/19/2016							
9/20/2016							
9/21/2016							
9/22/2016							
9/23/2016							
9/24/2016							
9/25/2016							
9/26/2016							
9/27/2016							
9/28/2016							
9/29/2016							
9/30/2016							
10/1/2016				158.4	12.9	33.4	0.2
10/2/2016				158.4	12.9	33.4	0.2
10/3/2016				158.4	12.9	33.4	0.2
10/4/2016				158.4	12.9	33.4	0.2
10/5/2016				158.4	12.9	33.4	0.2
10/6/2016				158.4	12.9	33.4	0.2
10/7/2016				158.4	12.9	33.4	0.2
10/8/2016				158.4	12.9	33.4	0.2
10/9/2016				158.4	12.9	33.4	0.2
10/10/2016				158.4	12.9	33.4	0.2
10/11/2016				158.4	12.9	33.4	0.2
10/12/2016				158.4	12.9	33.4	0.2
10/13/2016				158.4	12.9	33.4	0.2
10/14/2016				158.4	12.9	33.4	0.2
10/15/2016				158.4	12.9	33.4	0.2
10/16/2016				158.4	12.9	33.4	0.2
10/17/2016				158.4	12.9	33.4	0.2
10/18/2016				158.4	12.9	33.4	0.2
10/19/2016				158.4	12.9	33.4	0.2
10/20/2016				158.4	12.9	33.4	0.2
10/21/2016				158.4	12.9	33.4	0.2
10/22/2016				158.4	12.9	33.4	0.2
10/23/2016				158.4	12.9	33.4	0.2
10/24/2016				158.4	12.9	33.4	0.2
10/25/2016				158.4	12.9	33.4	0.2
10/26/2016				158.4	12.9	33.4	0.2
10/27/2016				158.4	12.9	33.4	0.2
10/28/2016				158.4	12.9	33.4	0.2
10/29/2016				158.4	12.9	33.4	0.2
10/30/2016				158.4	12.9	33.4	0.2
10/31/2016				158.4	12.9	33.4	0.2
11/1/2016				158.4	12.9	33.4	0.2
11/2/2016				158.4	12.9	33.4	0.2
11/3/2016				158.4	12.9	33.4	0.2
11/4/2016				158.4	12.9	33.4	0.2
11/5/2016				158.4	12.9	33.4	0.2
11/6/2016				158.4	12.9	33.4	0.2
11/7/2016				158.4	12.9	33.4	0.2
11/8/2016				158.4	12.9	33.4	0.2
11/9/2016				158.4	12.9	33.4	0.2
							
