date [yyyy-mm-dd HH:MM];J [mm/h];Q [mm/h];ET [mm/h];Cin [-];wi [-];measC_Q [-]
2015-05-01 00:00;0;0.011620271;0;-6.020106;0.531263625;-999
2015-05-01 01:00;0;0.011280263;0.00117853;-2.71;0.531203834;-999
2015-05-01 02:00;0;0.011165261;0.00402938;-2.71;0.531130914;-999
2015-05-01 03:00;0;0.011010257;0.00187801;-2.71;0.531069063;-999
2015-05-01 04:00;0;0.011040258;0.00449168;-2.71;0.530994524;-999
2015-05-01 05:00;0;0.011355265;0.00620152;-2.71;0.530910269;-999
2015-05-01 06:00;0;0.011220262;0.04543538;-2.71;0.530638375;-999
2015-05-01 07:00;0;0.011185261;0.11447486;-2.71;0.530035327;-999
2015-05-01 08:00;0;0.011320264;0.090651;-2.71;0.529545962;-999
2015-05-01 09:00;0;0.011445267;0.11390201;-2.71;0.528944414;-999
2015-05-01 10:00;0;0.011610271;0.27785905;-2.71;0.527555237;-999
2015-05-01 11:00;0;0.011860277;0.32805746;-2.71;0.525923955;-999
2015-05-01 12:00;0;0.01243029;0.40845545;-2.71;0.523904104;-999
2015-05-01 13:00;0;0.012800299;0.3505574;-2.71;0.522160333;-999
2015-05-01 14:00;0;0.013210308;0.29047046;-2.71;0.520702955;-999
2015-05-01 15:00;0;0.013535316;0.25522377;-2.71;0.519413167;-999
2015-05-01 16:00;0;0.013790322;0.15173021;-2.71;0.518618826;-999
2015-05-01 17:00;0;0.013920325;0.02192441;-2.71;0.518446805;-999
2015-05-01 18:00;0;0.013680319;0.00429403;-2.71;0.518360546;-999
2015-05-01 19:00;0;0.013395313;0;-2.71;0.518296261;-999
2015-05-01 20:00;0;0.013045304;0;-2.71;0.518233656;-999
2015-05-01 21:00;0;0.012810299;0;-2.71;0.518172179;-999
2015-05-01 22:00;0;0.012520292;0;-2.71;0.518112093;-999
2015-05-01 23:00;0;0.012240286;0;-2.71;0.518053351;-999
2015-05-02 00:00;0;0.01202028;0;-2.71;0.517995665;-999
2015-05-02 01:00;0;0.011765275;0;-2.71;0.517939203;-999
2015-05-02 02:00;0;0.011630271;0;-2.71;0.517883389;-999
2015-05-02 03:00;0;0.011450267;0;-2.71;0.517828439;-999
2015-05-02 04:00;0;0.011225262;0.00053935;-2.71;0.51777198;-999
2015-05-02 05:00;0;0.01115026;0.00783364;-2.71;0.517680875;-999
2015-05-02 06:00;0;0.010890254;0.02241217;-2.71;0.517521055;-999
2015-05-02 07:00;0;0.010745251;0.07684565;-2.71;0.517100702;-999
2015-05-02 08:00;0;0.010785252;0.15917257;-2.71;0.516285066;-999
2015-05-02 09:00;0;0.010970256;0.29531724;-2.71;0.514815178;-999
2015-05-02 10:00;0;0.011165261;0.27553549;-2.71;0.513439287;-999
2015-05-02 11:00;0;0.011470268;0.26603422;-2.71;0.51210753;-999
2015-05-02 12:00;0;0.011885277;0.35651973;-2.71;0.510339537;-999
2015-05-02 13:00;0;0.012205285;0.41188987;-2.71;0.508304284;-999
2015-05-02 14:00;0;0.012755298;0.27077045;-2.71;0.50694363;-999
2015-05-02 15:00;0;0.013255309;0.1697713;-2.71;0.506065277;-999
2015-05-02 16:00;0;0.013405313;0.09758416;-2.71;0.505532633;-999
2015-05-02 17:00;0;0.013355312;0.02217633;-2.71;0.505362115;-999
2015-05-02 18:00;0;0.013170307;0;-2.71;0.50529891;-999
2015-05-02 19:00;0;0.012910301;0;-2.71;0.505236953;-999
2015-05-02 20:00;0;0.012660295;0;-2.71;0.505176195;-999
2015-05-02 21:00;0;0.01244529;0;-2.71;0.50511647;-999
2015-05-02 22:00;0;0.012260286;0;-2.71;0.505057632;-999
2015-05-02 23:00;0;0.012065282;0;-2.71;0.50499973;-999
2015-05-03 00:00;0;0.011875277;0;-2.71;0.50494274;-999
2015-05-03 01:00;0;0.011680273;0;-2.71;0.504886686;-999
2015-05-03 02:00;0;0.011525269;0;-2.71;0.504831376;-999
2015-05-03 03:00;0;0.011405266;0;-2.71;0.504776641;-999
2015-05-03 04:00;0;0.011365265;0;-2.71;0.504722099;-999
2015-05-03 05:00;0;0.01115026;0;-2.71;0.504668588;-999
2015-05-03 06:00;0;0.010955256;0.04816027;-2.71;0.50438489;-999
2015-05-03 07:00;0;0.01070525;0.06744354;-2.71;0.50400985;-999
2015-05-03 08:00;0;0.010760251;0.2600002;-2.71;0.502710458;-999
2015-05-03 09:00;0;0.010945255;0.39488259;-2.71;0.50076287;-999
2015-05-03 10:00;0;0.011205261;0.42291405;-2.71;0.498679511;-999
2015-05-03 11:00;0;0.011475268;0.48070892;-2.71;0.496317495;-999
2015-05-03 12:00;0;0.012195285;0.48717978;-2.71;0.49392097;-999
2015-05-03 13:00;0;0.012705296;0.4729463;-2.71;0.491590305;-999
2015-05-03 14:00;0;0.012975303;0.23486247;-2.71;0.49040092;-999
2015-05-03 15:00;0;0.013350312;0.27903021;-2.71;0.488997772;-999
2015-05-03 16:00;0;0.013390312;0.14674943;-2.71;0.488229253;-999
2015-05-03 17:00;0;0.013400313;0.04429437;-2.71;0.487952374;-999
2015-05-03 18:00;0;0.013130306;0.01765249;-2.71;0.487804646;-999
2015-05-03 19:00;0;0.012815299;0.00089646;-2.71;0.487738842;-999
2015-05-03 20:00;0;0.012640295;0;-2.71;0.487678181;-999
2015-05-03 21:00;0;0.012270286;0.00113967;-2.71;0.487613826;-999
2015-05-03 22:00;0;0.012050281;0.00045359;-2.71;0.487553819;-999
2015-05-03 23:00;0;0.011845276;0;-2.71;0.487496973;-999
2015-05-04 00:00;0;0.011645272;0;-2.71;0.487441087;-999
2015-05-04 01:00;0;0.011475268;0;-2.71;0.487386016;-999
2015-05-04 02:00;0;0.011280263;0.00027403;-2.71;0.487330567;-999
2015-05-04 03:00;0;0.01114526;0.00285621;-2.71;0.487263373;-999
2015-05-04 04:00;0;0.011005257;0.02881536;-2.71;0.487072272;-999
2015-05-04 05:00;0;0.010660249;0.03062168;-2.71;0.486874158;-999
2015-05-04 06:00;0;0.010530246;0.01375979;-2.71;0.486757589;-999
2015-05-04 07:00;0;0.010485245;0.17257123;-2.71;0.485879092;-999
2015-05-04 08:00;0;0.010510245;0.2865791;-2.71;0.484453346;-999
2015-05-04 09:00;0;0.010585247;0.40537814;-2.71;0.482457118;-999
2015-05-04 10:00;0;0.010795252;0.44677878;-2.71;0.480261198;-999
2015-05-04 11:00;0;0.011170261;0.33142287;-2.71;0.478617077;-999
2015-05-04 12:00;0;0.011950279;0.45349553;-2.71;0.47638338;-999
2015-05-04 13:00;0;0.012160284;0.31530401;-2.71;0.474811864;-999
2015-05-04 14:00;0;0.012360288;0.32514296;-2.71;0.473192169;-999
2015-05-04 15:00;0;0.012650295;0.18320212;-2.71;0.472252264;-999
2015-05-04 16:00;0;0.012700296;0.10837183;-2.71;0.471671233;-999
2015-05-04 17:00;0;0.012595294;0.02397997;-2.71;0.471495707;-999
2015-05-04 18:00;0;0.01243529;0.00096413;-2.71;0.471431402;-999
2015-05-04 19:00;0;0.012220285;0;-2.71;0.471372757;-999
2015-05-04 20:00;0;0.01202028;0.0034036;-2.71;0.471298737;-999
2015-05-04 21:00;0;0.011805275;0.00994682;-2.71;0.471194347;-999
2015-05-04 22:00;0;0.011625271;0.01819988;-2.71;0.471051215;-999
2015-05-04 23:00;0;0.011415266;0.00697738;-2.71;0.470962948;-999
2015-05-05 00:00;0;0.011320264;0.00746313;-2.71;0.470872805;-999
2015-05-05 01:00;0;0.011030257;0.03070744;-2.71;0.470672504;-999
2015-05-05 02:00;0;0.010580247;0.03080928;-2.71;0.470473874;-999
2015-05-05 03:00;0;0.010465244;0.0282405;-2.71;0.470288123;-999
2015-05-05 04:00;0;0.010365242;0.01568135;-2.71;0.470163124;-999
2015-05-05 05:00;0;0.010575247;0.02141722;-2.71;0.470009591;-999
2015-05-05 06:00;0;0.010460244;0.06581276;-2.71;0.469643553;-999
2015-05-05 07:00;0;0.010215238;0.15380185;-2.71;0.468856427;-999
2015-05-05 08:00;0;0.010315241;0.23204177;-2.71;0.467693344;-999
2015-05-05 09:00;0;0.010380242;0.21704851;-2.71;0.466601903;-999
2015-05-05 10:00;0;0.010580247;0.33754265;-2.71;0.464931244;-999
2015-05-05 11:00;0.2;0.010625248;0.28701393;-2.71;0.464462669;-999
2015-05-05 12:00;0;0.011095259;0.34063738;-2.71;0.462774687;-999
2015-05-05 13:00;0;0.011200261;0.23734482;-2.71;0.461581908;-999
2015-05-05 14:00;0;0.011320264;0.12861588;-2.71;0.460910347;-999
2015-05-05 15:00;0;0.011340265;0.11497401;-2.71;0.460304159;-999
2015-05-05 16:00;0;0.011370265;0.06627372;-2.71;0.459931542;-999
2015-05-05 17:00;0;0.011200261;0.01456781;-2.71;0.45980788;-999
2015-05-05 18:00;0;0.011120259;0.00212859;-2.71;0.459744298;-999
2015-05-05 19:00;0;0.010960256;0;-2.71;0.459691699;-999
2015-05-05 20:00;0;0.010640248;0;-2.71;0.459640636;-999
2015-05-05 21:00;0;0.010410243;0;-2.71;0.459590677;-999
2015-05-05 22:00;0;0.010150237;0;-2.71;0.459541965;-999
2015-05-05 23:00;0;0.009920231;0;-2.71;0.459494357;-999
2015-05-06 00:00;0;0.009690226;0;-2.71;0.459447854;-999
2015-05-06 01:00;0;0.009465221;0;-2.71;0.45940243;-999
2015-05-06 02:00;0;0.009295217;0;-2.71;0.459357821;-999
2015-05-06 03:00;0;0.009050211;0;-2.71;0.459314389;-999
2015-05-06 04:00;0;0.008890207;0;-2.71;0.459271724;-999
2015-05-06 05:00;0;0.008680203;0;-2.71;0.459230068;-999
2015-05-06 06:00;0;0.008315194;0.05285831;-2.71;0.458936493;-999
2015-05-06 07:00;0;0.008230192;0.14429857;-2.71;0.4582045;-999
2015-05-06 08:00;0;0.008345195;0.0848756;-2.71;0.457757129;-999
2015-05-06 09:00;0;0.008430197;0.19861279;-2.71;0.45676352;-999
2015-05-06 10:00;0;0.0085802;0.22740671;-2.71;0.455631007;-999
2015-05-06 11:00;0;0.008735204;0.34791157;-2.71;0.453919442;-999
2015-05-06 12:00;0;0.009120213;0.35471743;-2.71;0.452173368;-999
2015-05-06 13:00;0;0.009585224;0.43653649;-2.71;0.450032409;-999
2015-05-06 14:00;0;0.009830229;0.31863257;-2.71;0.4484561;-999
2015-05-06 15:00;0;0.010175237;0.2643954;-2.71;0.447138422;-999
2015-05-06 16:00;0;0.01030524;0.17230926;-2.71;0.446262046;-999
2015-05-06 17:00;0;0.010370242;0.00320059;-2.71;0.446196919;-999
2015-05-06 18:00;0;0.010125236;0.0029614;-2.71;0.446134116;-999
2015-05-06 19:00;0;0.009895231;0;-2.71;0.446086628;-999
2015-05-06 20:00;0;0.009660225;0;-2.71;0.446040268;-999
2015-05-06 21:00;0;0.009525222;0;-2.71;0.445994556;-999
2015-05-06 22:00;0;0.009250216;0;-2.71;0.445950164;-999
2015-05-06 23:00;0;0.009035211;0;-2.71;0.445906804;-999
2015-05-07 00:00;0;0.008925208;0;-2.71;0.445863971;-999
2015-05-07 01:00;0;0.008675202;0;-2.71;0.445822338;-999
2015-05-07 02:00;0;0.008515199;0;-2.71;0.445781474;-999
2015-05-07 03:00;0;0.008300194;0;-2.71;0.445741641;-999
2015-05-07 04:00;0;0.008085189;0;-2.71;0.445702839;-999
2015-05-07 05:00;0;0.007880184;0.00074973;-2.71;0.445661424;-999
2015-05-07 06:00;0;0.007490175;0.05618486;-2.71;0.445355844;-999
2015-05-07 07:00;0;0.007515175;0.13011065;-2.71;0.444695372;-999
2015-05-07 08:00;0;0.007575177;0.21669341;-2.71;0.443619096;-999
2015-05-07 09:00;0;0.007690179;0.34114725;-2.71;0.441945008;-999
2015-05-07 10:00;0;0.007960186;0.4570405;-2.71;0.439713448;-999
2015-05-07 11:00;0;0.00814519;0.43070146;-2.71;0.437607401;-999
2015-05-07 12:00;0;0.008790205;0.46266716;-2.71;0.435344855;-999
2015-05-07 13:00;0;0.009050211;0.46718899;-2.71;0.43305936;-999
2015-05-07 14:00;0;0.009265216;0.34238139;-2.71;0.431371791;-999
2015-05-07 15:00;0;0.009310217;0.27558306;-2.71;0.430004575;-999
2015-05-07 16:00;0;0.009640225;0.15512376;-2.71;0.429213864;-999
2015-05-07 17:00;0;0.009830229;0;-2.71;0.429166689;-999
2015-05-07 18:00;0;0.009690226;0;-2.71;0.429120185;-999
2015-05-07 19:00;0;0.009465221;0;-2.71;0.429074761;-999
2015-05-07 20:00;0;0.009250216;0;-2.71;0.429030369;-999
2015-05-07 21:00;0;0.009045211;0;-2.71;0.42898696;-999
2015-05-07 22:00;0;0.008890207;0;-2.71;0.428944296;-999
2015-05-07 23:00;0;0.008695203;0;-2.71;0.428902567;-999
2015-05-08 00:00;0;0.0085652;0;-2.71;0.428861462;-999
2015-05-08 01:00;0;0.008385196;0;-2.71;0.428821221;-999
2015-05-08 02:00;0;0.008200191;0;-2.71;0.428781868;-999
2015-05-08 03:00;0;0.008065188;0;-2.71;0.428743163;-999
2015-05-08 04:00;0;0.007885184;0;-2.71;0.428705321;-999
2015-05-08 05:00;0;0.007770181;0.00400057;-2.71;0.428648833;-999
2015-05-08 06:00;0;0.007430173;0.05796036;-2.71;0.428335021;-999
2015-05-08 07:00;0;0.007435173;0.17176321;-2.71;0.427475039;-999
2015-05-08 08:00;0;0.007445174;0.23092153;-2.71;0.426331106;-999
2015-05-08 09:00;0;0.007460174;0.270412;-2.71;0.424997584;-999
2015-05-08 10:00;0;0.007565177;0.36786015;-2.71;0.4231959;-999
2015-05-08 11:00;0;0.00773018;0.34689585;-2.71;0.421494032;-999
2015-05-08 12:00;0;0.008215192;0.23609728;-2.71;0.420321565;-999
2015-05-08 13:00;0;0.008410196;0.4664406;-2.71;0.418042733;-999
2015-05-08 14:00;0;0.008695203;0.35208299;-2.71;0.416311341;-999
2015-05-08 15:00;0;0.008945209;0.32292928;-2.71;0.41471866;-999
2015-05-08 16:00;0;0.009280217;0.11565004;-2.71;0.414119114;-999
2015-05-08 17:00;0;0.009350218;0.01852617;-2.71;0.413985333;-999
2015-05-08 18:00;0;0.009320217;0.00046699;-2.71;0.413938364;-999
2015-05-08 19:00;0;0.009140213;0;-2.71;0.4138945;-999
2015-05-08 20:00;0;0.008975209;0;-2.71;0.413851427;-999
2015-05-08 21:00;0;0.008830206;0;-2.71;0.413809051;-999
2015-05-08 22:00;0;0.008645202;0;-2.71;0.413767562;-999
2015-05-08 23:00;0;0.008475198;0;-2.71;0.413726889;-999
2015-05-09 00:00;0;0.008320194;0;-2.71;0.41368696;-999
2015-05-09 01:00;0;0.008075188;0;-2.71;0.413648207;-999
2015-05-09 02:00;0;0.007910185;0;-2.71;0.413610246;-999
2015-05-09 03:00;0;0.007745181;0;-2.71;0.413573076;-999
2015-05-09 04:00;0;0.007580177;0;-2.71;0.413536698;-999
2015-05-09 05:00;0;0.007395173;0.00014874;-2.71;0.413500495;-999
2015-05-09 06:00;0;0.007005163;0.03180289;-2.71;0.413314253;-999
2015-05-09 07:00;0;0.006995163;0.16405955;-2.71;0.412493353;-999
2015-05-09 08:00;0;0.007055165;0.23733477;-2.71;0.411320514;-999
2015-05-09 09:00;0;0.007050165;0.34935944;-2.71;0.409610087;-999
2015-05-09 10:00;0;0.007160167;0.45531659;-2.71;0.407390639;-999
2015-05-09 11:00;0;0.007310171;0.42110304;-2.71;0.405334664;-999
2015-05-09 12:00;0;0.007855183;0.46488888;-2.71;0.403065942;-999
2015-05-09 13:00;0;0.008185191;0.41247947;-2.71;0.401047152;-999
2015-05-09 14:00;0;0.008395196;0.16986778;-2.71;0.40019166;-999
2015-05-09 15:00;0;0.008665202;0.24455335;-2.71;0.398976452;-999
2015-05-09 16:00;0;0.008645202;0.18363762;-2.71;0.398053677;-999
2015-05-09 17:00;0;0.008820206;0.02078742;-2.71;0.397911589;-999
2015-05-09 18:00;0;0.008755204;0;-2.71;0.397869572;-999
2015-05-09 19:00;0;0.008535199;0;-2.71;0.397828611;-999
2015-05-09 20:00;0;0.008365195;0;-2.71;0.397788466;-999
2015-05-09 21:00;0;0.008255193;0;-2.71;0.397748849;-999
2015-05-09 22:00;0;0.008120189;0;-2.71;0.39770988;-999
2015-05-09 23:00;0;0.007980186;0;-2.71;0.397671583;-999
2015-05-10 00:00;0;0.007855183;0;-2.71;0.397633885;-999
2015-05-10 01:00;0;0.00772518;0;-2.71;0.397596812;-999
2015-05-10 02:00;0;0.007540176;0;-2.71;0.397560626;-999
2015-05-10 03:00;0;0.007405173;0;-2.71;0.397525089;-999
2015-05-10 04:00;0;0.00728517;0;-2.71;0.397490127;-999
2015-05-10 05:00;0;0.007190168;0.00546921;-2.71;0.397429374;-999
2015-05-10 06:00;0;0.00685516;0.05980152;-2.71;0.397109485;-999
2015-05-10 07:00;0;0.00685016;0.13359666;-2.71;0.396435474;-999
2015-05-10 08:00;0;0.006920161;0.18770586;-2.71;0.395501454;-999
2015-05-10 09:00;0;0.007010164;0.27075705;-2.71;0.394168436;-999
2015-05-10 10:00;0;0.007130166;0.43776058;-2.71;0.392033384;-999
2015-05-10 11:00;0;0.007200168;0.43816124;-2.71;0.389896073;-999
2015-05-10 12:00;0;0.00770018;0.48103454;-2.71;0.387550612;-999
2015-05-10 13:00;0;0.007995187;0.49102625;-2.71;0.385155784;-999
2015-05-10 14:00;0;0.00814019;0.33161985;-2.71;0.383525259;-999
2015-05-10 15:00;0;0.008445197;0.27818534;-2.71;0.382149706;-999
2015-05-10 16:00;0;0.008530199;0.17767529;-2.71;0.381256097;-999
2015-05-10 17:00;0;0.008645202;0.00330913;-2.71;0.381198727;-999
2015-05-10 18:00;0;0.0085802;0;-2.71;0.38115755;-999
2015-05-10 19:00;0;0.008460197;0;-2.71;0.381116949;-999
2015-05-10 20:00;0;0.008280193;0;-2.71;0.381077212;-999
2015-05-10 21:00;0;0.00812519;0;-2.71;0.381038219;-999
2015-05-10 22:00;0;0.008000187;0;-2.71;0.380999826;-999
2015-05-10 23:00;0;0.007785182;0;-2.71;0.380962465;-999
2015-05-11 00:00;0;0.00770018;0;-2.71;0.380925511;-999
2015-05-11 01:00;0;0.007525176;0;-2.71;0.380889397;-999
2015-05-11 02:00;0;0.007400173;0;-2.71;0.380853884;-999
2015-05-11 03:00;0;0.007340171;0;-2.71;0.380818658;-999
2015-05-11 04:00;0;0.007180168;0;-2.71;0.3807842;-999
2015-05-11 05:00;0;0.007035164;0.00975252;-2.71;0.380703635;-999
2015-05-11 06:00;0;0.006680156;0.06455651;-2.71;0.380361767;-999
2015-05-11 07:00;0;0.006745157;0.15597265;-2.71;0.379580876;-999
2015-05-11 08:00;0;0.006790158;0.25641838;-2.71;0.378317726;-999
2015-05-11 09:00;0;0.006765158;0.36836734;-2.71;0.376517447;-999
2015-05-11 10:00;0;0.006785158;0.45455212;-2.71;0.374303467;-999
2015-05-11 11:00;0;0.00687516;0.40540896;-2.71;0.372324896;-999
2015-05-11 12:00;0;0.007420173;0.46230201;-2.71;0.370070676;-999
2015-05-11 13:00;0;0.007685179;0.46802247;-2.71;0.367787733;-999
2015-05-11 14:00;0;0.007755181;0.31007734;-2.71;0.366262439;-999
2015-05-11 15:00;0;0.007980186;0.24603539;-2.71;0.365043406;-999
2015-05-11 16:00;0;0.008095189;0.15312113;-2.71;0.364269721;-999
2015-05-11 17:00;0;0.008300194;0.01142685;-2.71;0.36417505;-999
2015-05-11 18:00;0;0.008170191;0;-2.71;0.364135841;-999
2015-05-11 19:00;0;0.008065188;0;-2.71;0.364097136;-999
2015-05-11 20:00;0;0.007830183;0;-2.71;0.364059558;-999
2015-05-11 21:00;0;0.007580177;0;-2.71;0.364023181;-999
2015-05-11 22:00;0;0.007495175;0;-2.71;0.363987211;-999
2015-05-11 23:00;0;0.007440174;0;-2.71;0.363951505;-999
2015-05-12 00:00;0;0.00728017;0;-2.71;0.363916567;-999
2015-05-12 01:00;0;0.007125166;0;-2.71;0.363882373;-999
2015-05-12 02:00;0;0.006990163;0;-2.71;0.363848827;-999
2015-05-12 03:00;0;0.006815159;0;-2.71;0.363816121;-999
2015-05-12 04:00;0;0.006710157;0;-2.71;0.363783919;-999
2015-05-12 05:00;0;0.006530152;0.0047436;-2.71;0.363729815;-999
2015-05-12 06:00;0;0.006265146;0.0787652;-2.71;0.363321751;-999
2015-05-12 07:00;0;0.006300147;0.19829052;-2.71;0.36233991;-999
2015-05-12 08:00;0.2;0.006075142;0.26377096;-2.71;0.362004715;-999
2015-05-12 09:00;0;0.005870137;0.38499272;-2.71;0.360128946;-999
2015-05-12 10:00;0;0.006355148;0.41965182;-2.71;0.358084518;-999
2015-05-12 11:00;0;0.006325148;0.45707065;-2.71;0.355860659;-999
2015-05-12 12:00;0;0.006185144;0.49009495;-2.71;0.353478987;-999
2015-05-12 13:00;0;0.00644015;0.48838377;-2.71;0.351104303;-999
2015-05-12 14:00;0;0.006510152;0.35207361;-2.71;0.349383443;-999
2015-05-12 15:00;0;0.006520152;0.28763703;-2.71;0.347971768;-999
2015-05-12 16:00;0;0.006815159;0.19069205;-2.71;0.347023922;-999
2015-05-12 17:00;0;0.007255169;0.00864836;-2.71;0.3469476;-999
2015-05-12 18:00;0;0.007160167;0;-2.71;0.346913238;-999
2015-05-12 19:00;0;0.007050165;0;-2.71;0.346879404;-999
2015-05-12 20:00;0;0.00686516;0;-2.71;0.346846458;-999
2015-05-12 21:00;0;0.006755158;0;-2.71;0.346814039;-999
2015-05-12 22:00;0;0.006615154;0;-2.71;0.346782293;-999
2015-05-12 23:00;0;0.006510152;0;-2.71;0.34675105;-999
2015-05-13 00:00;0;0.006375149;0;-2.71;0.346720456;-999
2015-05-13 01:00;0;0.006265146;0;-2.71;0.346690389;-999
2015-05-13 02:00;0;0.006195145;0;-2.71;0.346660658;-999
2015-05-13 03:00;0;0.005945139;0;-2.71;0.346632127;-999
2015-05-13 04:00;0;0.005860137;0.00038324;-2.71;0.346602165;-999
2015-05-13 05:00;0;0.005745134;0.0185523;-2.71;0.34648556;-999
2015-05-13 06:00;0;0.005440127;0.11654851;-2.71;0.345900131;-999
2015-05-13 07:00;0;0.005390126;0.21337624;-2.71;0.344850261;-999
2015-05-13 08:00;0;0.005385126;0.23886505;-2.71;0.343678092;-999
2015-05-13 09:00;0;0.005405126;0.37659427;-2.71;0.341844859;-999
2015-05-13 10:00;0;0.005455127;0.51435967;-2.71;0.339350243;-999
2015-05-13 11:00;0;0.00559013;0.45683749;-2.71;0.33713103;-999
2015-05-13 12:00;0;0.005935138;0.44023288;-2.71;0.334989849;-999
2015-05-13 13:00;0;0.006230145;0.49520973;-2.71;0.332583415;-999
2015-05-13 14:00;0;0.00643515;0.29847562;-2.71;0.331120133;-999
2015-05-13 15:00;0;0.00644015;0.25929938;-2.71;0.329844836;-999
2015-05-13 16:00;0;0.006625155;0.18608178;-2.71;0.328920027;-999
2015-05-13 17:00;0;0.006720157;0.03985026;-2.71;0.328696533;-999
2015-05-13 18:00;0;0.006775158;0.00662563;-2.71;0.328632222;-999
2015-05-13 19:00;0;0.006785158;0.00533387;-2.71;0.328574062;-999
2015-05-13 20:00;0;0.006765158;0.0020837;-2.71;0.328531596;-999
2015-05-13 21:00;0;0.006725157;0;-2.71;0.328499322;-999
2015-05-13 22:00;0;0.006635155;0.00012931;-2.71;0.328466859;-999
2015-05-13 23:00;0;0.006560153;0.00000134;-2.71;0.32843537;-999
2015-05-14 00:00;0;0.006500152;0;-2.71;0.328404175;-999
2015-05-14 01:00;0;0.006460151;0;-2.71;0.328373173;-999
2015-05-14 02:00;0;0.006375149;0;-2.71;0.328342578;-999
2015-05-14 03:00;0;0.006250146;0;-2.71;0.328312583;-999
2015-05-14 04:00;0;0.006165144;0.00086564;-2.71;0.328278842;-999
2015-05-14 05:00;0;0.006180144;0.01155348;-2.71;0.328193738;-999
2015-05-14 06:00;0;0.005845136;0.08807887;-2.71;0.327742992;-999
2015-05-14 07:00;0;0.005765135;0.20898104;-2.71;0.326712415;-999
2015-05-14 08:00;0;0.005735134;0.27276504;-2.71;0.325375879;-999
2015-05-14 09:00;0;0.005695133;0.39969386;-2.71;0.323430398;-999
2015-05-14 10:00;0;0.005695133;0.494996;-2.71;0.321027557;-999
2015-05-14 11:00;0;0.005780135;0.45409183;-2.71;0.318820609;-999
2015-05-14 12:00;0;0.00599014;0.51082542;-2.71;0.316340386;-999
2015-05-14 13:00;0;0.006390149;0.51347058;-2.71;0.31384555;-999
2015-05-14 14:00;0;0.006480151;0.36347835;-2.71;0.312070101;-999
2015-05-14 15:00;0;0.006400149;0.19317306;-2.71;0.31111234;-999
2015-05-14 16:00;0;0.006480151;0.06346977;-2.71;0.310776647;-999
2015-05-14 17:00;0;0.006515152;0.02768373;-2.71;0.310612525;-999
2015-05-14 18:00;0;0.006565153;0.02768105;-2.71;0.310448176;-999
2015-05-14 19:00;0;0.006585154;0.0041071;-2.71;0.310396863;-999
2015-05-14 20:00;0;0.006520152;0.02033852;-2.71;0.310267967;-999
2015-05-14 21:00;0;0.006485151;0.0147065;-2.71;0.310166267;-999
2015-05-14 22:00;0;0.006390149;0.02350427;-2.71;0.310022802;-999
2015-05-14 23:00;0;0.006305147;0.00753348;-2.71;0.30995639;-999
2015-05-15 00:00;0;0.006180144;0;-2.71;0.309926731;-999
2015-05-15 01:00;0;0.006130143;0.00024053;-2.71;0.309896158;-999
2015-05-15 02:00;0;0.00600014;0.0015678;-2.71;0.309859839;-999
2015-05-15 03:00;0;0.005875137;0;-2.71;0.309831644;-999
2015-05-15 04:00;0;0.005775135;0;-2.71;0.309803929;-999
2015-05-15 05:00;0;0.005600131;0.00161068;-2.71;0.309769324;-999
2015-05-15 06:00;0;0.005345125;0.05493464;-2.71;0.309480039;-999
2015-05-15 07:00;0;0.005215122;0.16199193;-2.71;0.308677604;-999
2015-05-15 08:00;0;0.00514512;0.18881337;-2.71;0.307746788;-999
2015-05-15 09:00;0;0.00512512;0.31074667;-2.71;0.306230904;-999
2015-05-15 10:00;0;0.005065118;0.40201273;-2.71;0.304277318;-999
2015-05-15 11:00;0;0.004990116;0.369371;-2.71;0.302480741;-999
2015-05-15 12:00;0;0.005310124;0.33939319;-2.71;0.300826493;-999
2015-05-15 13:00;0;0.00555513;0.39072658;-2.71;0.298924718;-999
2015-05-15 14:00;0;0.005505128;0.24235508;-2.71;0.297735225;-999
2015-05-15 15:00;0;0.005385126;0.14920632;-2.71;0.296993333;-999
2015-05-15 16:00;0;0.005350125;0.09620195;-2.71;0.29650598;-999
2015-05-15 17:00;0;0.005395126;0.04598947;-2.71;0.296259383;-999
2015-05-15 18:00;0;0.005350125;0.00542767;-2.71;0.29620766;-999
2015-05-15 19:00;0;0.005200121;0.00366691;-2.71;0.296165106;-999
2015-05-15 20:00;0;0.005015117;0.00022177;-2.71;0.296139974;-999
2015-05-15 21:00;0;0.004955116;0;-2.71;0.296116194;-999
2015-05-15 22:00;0;0.004940115;0;-2.71;0.296092487;-999
2015-05-15 23:00;0;0.004610108;0.00736665;-2.71;0.29603501;-999
2015-05-16 00:00;0;0.004130096;0.01816638;-2.71;0.295928008;-999
2015-05-16 01:00;0;0.003940092;0.00760048;-2.71;0.295872624;-999
2015-05-16 02:00;0;0.003910091;0.00825373;-2.71;0.295814249;-999
2015-05-16 03:00;0;0.003900091;0.01681231;-2.71;0.295714849;-999
2015-05-16 04:00;0;0.003900091;0.01447535;-2.71;0.295626665;-999
2015-05-16 05:00;0;0.00386509;0.01475541;-2.71;0.295537304;-999
2015-05-16 06:00;0;0.003790088;0.04867885;-2.71;0.295285503;-999
2015-05-16 07:00;0;0.00384509;0.20146632;-2.71;0.294300204;-999
2015-05-16 08:00;0;0.003880091;0.21916705;-2.71;0.29322979;-999
2015-05-16 09:00;0;0.00387009;0.29844748;-2.71;0.291778953;-999
